started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2026-07-01 05:50:00.877000+00:00,2026-07-01 06:08:30.322000+00:00,1109,788,Danmarksplass,Ved bybanestopp,60.376083,5.339851,5255,Tollbodalmenningen,Ved siden av lekeplass,60.399223,5.310526
2026-07-01 05:50:18.893000+00:00,2026-07-01 05:54:54.081000+00:00,275,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.371787,5.349553,4962,Mindemyren bybanestopp,På sørsiden av dam bak Bybanestopp.,60.365322,5.344795
2026-07-01 05:50:24.978000+00:00,2026-07-01 05:56:57.577000+00:00,393,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656,5.322143,217,Nykirkekaien,Langs C. Sundts gate,60.397057,5.314548
2026-07-01 05:50:28.743000+00:00,2026-07-01 06:01:07.042000+00:00,638,800,Magnus Lagabøtes Plass,Utenfor Det Juridiske Fakultet,60.389722,5.314854,641,Krohnviken,Ved Solheimsviken bobåthavn,60.378107,5.331021
2026-07-01 05:50:30.178000+00:00,2026-07-01 05:57:21.031000+00:00,411,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.392966,5.323538,138,C. Sundts gate,Ved Nagelgården,60.399475,5.308762
2026-07-01 05:50:36.146000+00:00,2026-07-01 05:56:14.762000+00:00,339,150,Torget,Ved busstopp,60.395878,5.325284,217,Nykirkekaien,Langs C. Sundts gate,60.397057,5.314548
2026-07-01 05:51:22.940000+00:00,2026-07-01 06:00:12.428000+00:00,529,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656,5.322143,75,Akvariet,Ved Akvariet og Havforskningsinstituttet,60.399817,5.304564
2026-07-01 05:51:58.583000+00:00,2026-07-01 06:02:22.097000+00:00,624,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,75,Akvariet,Ved Akvariet og Havforskningsinstituttet,60.399817,5.304564
2026-07-01 05:52:04.149000+00:00,2026-07-01 06:00:29.628000+00:00,505,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329,5.315116,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681,5.330978
2026-07-01 05:52:15.981000+00:00,2026-07-01 06:00:03.460000+00:00,467,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,5255,Tollbodalmenningen,Ved siden av lekeplass,60.399223,5.310526
2026-07-01 05:52:39.128000+00:00,2026-07-01 06:02:31.541000+00:00,592,815,Gågaten,Strandgaten 60,60.39507,5.318798,5356,Fløen Bybanestopp,Ved Fløen Bybanestopp,60.381153,5.353251
2026-07-01 05:52:48.924000+00:00,2026-07-01 06:00:59.916000+00:00,491,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon,60.38891,5.333817,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329,5.315116
2026-07-01 05:53:05.578000+00:00,2026-07-01 06:03:41.755000+00:00,636,1894,Kong Oscars gate,Ved Kong Oscars gate 36,60.393323,5.330654,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-07-01 05:53:21.990000+00:00,2026-07-01 06:03:23.763000+00:00,602,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon,60.38891,5.333817,2313,Solheimsviken,Utenfor Beddingen,60.377082,5.335575
2026-07-01 05:53:55.831000+00:00,2026-07-01 06:17:22.191000+00:00,1406,140,Sandviksbodene,Sjøgaten 2A,60.405695,5.323374,8,Haukeland sykehus,Ved HUD-bygget,60.373638,5.356595
2026-07-01 05:54:44.897000+00:00,2026-07-01 06:07:49.048000+00:00,784,4962,Mindemyren bybanestopp,På sørsiden av dam bak Bybanestopp.,60.365322,5.344795,131,Gulating,Gulatings plass ved Rådhuset,60.391984,5.326618
2026-07-01 05:55:44.774000+00:00,2026-07-01 06:10:49.795000+00:00,905,75,Akvariet,Ved Akvariet og Havforskningsinstituttet,60.399817,5.304564,5356,Fløen Bybanestopp,Ved Fløen Bybanestopp,60.381153,5.353251
2026-07-01 05:56:36.184000+00:00,2026-07-01 06:03:30.963000+00:00,415,792,Busstasjonen 2 Vest,Vis a vis Hotel Scandic Ørnen,60.388284,5.332873,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395144,5.320002
2026-07-01 05:57:32.566000+00:00,2026-07-01 06:02:38.158000+00:00,306,217,Nykirkekaien,Langs C. Sundts gate,60.397057,5.314548,151,Småstrandgaten,ved Xhibiton,60.393098,5.327023
2026-07-01 05:58:04.333000+00:00,2026-07-01 06:03:30.513000+00:00,326,5356,Fløen Bybanestopp,Ved Fløen Bybanestopp,60.381153,5.353251,5,Moxy Hotellet,Utenfor Beddingen,60.378783,5.333327
2026-07-01 05:58:07.868000+00:00,2026-07-01 06:06:53.010000+00:00,525,788,Danmarksplass,Ved bybanestopp,60.376083,5.339851,223,Rådhuset,Ved Festplassen,60.391484,5.328519
2026-07-01 05:58:10.726000+00:00,2026-07-01 06:00:24.145000+00:00,133,22,Skur 11,Nord for skur 11,60.396384,5.324169,151,Småstrandgaten,ved Xhibiton,60.393098,5.327023
2026-07-01 05:58:57.130000+00:00,2026-07-01 06:06:36.450000+00:00,459,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.397709,5.322001,138,C. Sundts gate,Ved Nagelgården,60.399475,5.308762
2026-07-01 05:59:20.178000+00:00,2026-07-01 06:08:03.393000+00:00,523,1045,Damsgårdsveien 2,Midlertidig plassering frem til våren 2020,60.378022,5.329383,24,Studentboligene,ved Grønneviken og KMD fakultetet,60.378317,5.350897
2026-07-01 05:59:45.450000+00:00,2026-07-01 06:05:40.693000+00:00,355,5356,Fløen Bybanestopp,Ved Fløen Bybanestopp,60.381153,5.353251,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.387856,5.334459
2026-07-01 06:00:04.617000+00:00,2026-07-01 06:07:07.988000+00:00,423,640,Damsgårdsveien,Ved inngang Bunnpris,60.381512,5.319435,641,Krohnviken,Ved Solheimsviken bobåthavn,60.378107,5.331021
2026-07-01 06:02:14.656000+00:00,2026-07-01 06:18:47.360000+00:00,993,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681,5.330978,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.392966,5.323538
2026-07-01 06:02:28.742000+00:00,2026-07-01 06:08:48.434000+00:00,380,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329,5.315116,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681,5.330978
2026-07-01 06:02:29.080000+00:00,2026-07-01 06:25:48.746000+00:00,1400,5,Moxy Hotellet,Utenfor Beddingen,60.378783,5.333327,214,Nygårdsporten,På østsiden av Nygårdsgaten,60.383934,5.33345
2026-07-01 06:02:43.835000+00:00,2026-07-01 06:07:31.800000+00:00,288,150,Torget,Ved busstopp,60.395878,5.325284,217,Nykirkekaien,Langs C. Sundts gate,60.397057,5.314548
2026-07-01 06:02:55.387000+00:00,2026-07-01 06:20:57.105000+00:00,1082,98,Brann Stadion,Bak Frydenbøtribunen,60.367425,5.355191,797,John Lunds plass,John Lunds plass,60.388247,5.324558
2026-07-01 06:03:02.188000+00:00,2026-07-01 06:09:53.166000+00:00,411,646,Bjørnsonsgate,Ved Årstad VGS,60.373986,5.342082,3,Grieghallen,Ved Strømgaten / Nygårdsgaten,60.388197,5.328564
2026-07-01 06:03:04.108000+00:00,2026-07-01 06:06:37.293000+00:00,213,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.383162,5.324053,641,Krohnviken,Ved Solheimsviken bobåthavn,60.378107,5.331021
2026-07-01 06:03:19.819000+00:00,2026-07-01 06:10:17.065000+00:00,417,5356,Fløen Bybanestopp,Ved Fløen Bybanestopp,60.381153,5.353251,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681,5.330978
