started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2026-03-01 11:23:19.833000+00:00,2026-03-01 11:30:20.652000+00:00,421,809,Skutevikstorget,På sørsiden av torget,60.402229,5.320745,150,Torget,Ved busstopp,60.395878,5.325284
2026-03-01 11:25:13.186000+00:00,2026-03-01 11:34:04.473000+00:00,531,116,Lysverket,"Gamle Lysverket, ved KODE",60.389626,5.329864,157,Florida Bybanestopp,ved Florida bybanestopp,60.382255,5.332332
2026-03-01 11:25:21.528000+00:00,2026-03-01 11:41:31.396000+00:00,970,790,Busstasjonen 3  Øst,Ved Taxiholdeplass,60.387856,5.334459,8,Haukeland sykehus,Ved HUD-bygget,60.373638,5.356595
2026-03-01 11:30:41.455000+00:00,2026-03-01 11:40:51.096000+00:00,610,150,Torget,Ved busstopp,60.395878,5.325284,814,Nykirken,i Strandgaten,60.396949,5.313495
2026-03-01 11:32:57.810000+00:00,2026-03-01 11:34:15.433000+00:00,78,799,HF-Bygget,Sydnesplassen,60.387854,5.318713,1046,Ole Vigs gate,Ole Vigs Gate 4,60.385923,5.321432
2026-03-01 11:35:24.211000+00:00,2026-03-01 11:51:22.685000+00:00,958,157,Florida Bybanestopp,ved Florida bybanestopp,60.382255,5.332332,70,Laksevåg senter,Ved inngangen til Laksevåg senter,60.389632,5.286516
2026-03-01 11:44:34.334000+00:00,2026-03-01 11:47:51.395000+00:00,197,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467,5.310008
2026-03-01 11:44:35.541000+00:00,2026-03-01 11:50:52.209000+00:00,377,5255,Tollbodalmenningen,Ved siden av lekeplass,60.399223,5.310526,150,Torget,Ved busstopp,60.395878,5.325284
2026-03-01 12:00:36.406000+00:00,2026-03-01 12:08:39.489000+00:00,483,150,Torget,Ved busstopp,60.395878,5.325284,1043,Comfort Hotel Bergen,Holbergsallmenningen bussholdeplass,60.396329,5.315116
2026-03-01 12:05:27.786000+00:00,2026-03-01 12:18:38.531000+00:00,791,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-03-01 12:07:50.770000+00:00,2026-03-01 12:21:00.755000+00:00,790,799,HF-Bygget,Sydnesplassen,60.387854,5.318713,810,Amalie Skrams vei Sør,Amalie Skrams vei 1,60.408097,5.325511
2026-03-01 12:08:03.911000+00:00,2026-03-01 12:17:53.788000+00:00,590,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681,5.330978,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467,5.310008
2026-03-01 12:08:34.978000+00:00,2026-03-01 13:03:12.808000+00:00,3278,132,Nøstetorget,Sukkerhusbryggen,60.392284,5.314705,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265
2026-03-01 12:14:52.993000+00:00,2026-03-01 12:35:54.375000+00:00,1261,3397,Kristianborg bybanestopp,"Under broen, ved kunstverk",60.357797,5.34207,156,Allehelgens plass,ved Politihuset,60.392651,5.328977
2026-03-01 12:18:29.231000+00:00,2026-03-01 12:31:24.812000+00:00,776,1045,Damsgårdsveien 2,Midlertidig plassering frem til våren 2020,60.378022,5.329383,789,Busstasjonen 1 Nord,Ved Bergen Busstasjon sin informasjon,60.38891,5.333817
2026-03-01 12:18:40.161000+00:00,2026-03-01 12:27:40.011000+00:00,540,793,Zander Kaaes gate,Zander Kaas Hotel,60.390109,5.335387,807,Dreggsallmenningen Nord,Vis a vis Bryggen Museum,60.398656,5.322143
2026-03-01 12:18:58.151000+00:00,2026-03-01 12:27:06.630000+00:00,488,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265
2026-03-01 12:24:02.634000+00:00,2026-03-01 12:27:09.757000+00:00,187,814,Nykirken,i Strandgaten,60.396949,5.313495,36,Torgallmenningen,Valkendorfsgaten / Torgallmenningen,60.392966,5.323538
2026-03-01 12:24:16.961000+00:00,2026-03-01 12:34:33.336000+00:00,616,157,Florida Bybanestopp,ved Florida bybanestopp,60.382255,5.332332,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223
2026-03-01 12:26:14.429000+00:00,2026-03-01 12:30:46.099000+00:00,272,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.375141,5.338517,3396,Kronstad bybanestopp,Ved siden av sykkelskur,60.371787,5.349553
2026-03-01 12:32:17.019000+00:00,2026-03-01 12:42:54.574000+00:00,638,83,Bergen jernbanestasjon,På høyre side av hovedinngangen til Jernbanestasjonen,60.390414,5.33265,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223
2026-03-01 12:34:32.717000+00:00,2026-03-01 12:40:24.073000+00:00,351,639,Frydenbø Marina,Under overbygg v/nr. 135,60.384467,5.310008,641,Krohnviken,Ved Solheimsviken bobåthavn,60.378107,5.331021
2026-03-01 12:37:52.114000+00:00,2026-03-01 13:25:16.669000+00:00,2845,795,Fosswinckels gate,I gågate,60.386582,5.327979,815,Gågaten,Strandgaten 60,60.39507,5.318798
2026-03-01 12:38:50.999000+00:00,2026-03-01 12:53:36.008000+00:00,885,644,Solheimsgaten (ved Extra),Utenfor COOP Extra,60.375141,5.338517,806,Dreggsallmenningen Sør,Radisson Blu Hotel,60.397709,5.322001
2026-03-01 12:38:51.547000+00:00,2026-03-01 12:52:57.869000+00:00,846,814,Nykirken,i Strandgaten,60.396949,5.313495,5,Moxy Hotellet,Utenfor Beddingen,60.378783,5.333327
2026-03-01 12:38:59.075000+00:00,2026-03-01 12:41:14.990000+00:00,136,150,Torget,Ved busstopp,60.395878,5.325284,816,Østre Murallmenningen nedre,Ved inngang Gågaten,60.395144,5.320002
2026-03-01 12:40:34.265000+00:00,2026-03-01 12:45:47.422000+00:00,313,1047,Welhavens gate 64,Langs gatetun,60.384451,5.324441,132,Nøstetorget,Sukkerhusbryggen,60.392284,5.314705
2026-03-01 12:42:48.354000+00:00,2026-03-01 12:58:06.614000+00:00,918,794,St. Jakobs Plass,Langs Folkeuniversitetet,60.386681,5.330978,220,Møllendalsplass,ved KMD Fakultetet,60.379895,5.352078
2026-03-01 12:46:22.447000+00:00,2026-03-01 12:54:28.983000+00:00,487,219,Jonsvollkvartalet,Jonsvollsgaten,60.392677,5.317308,819,Thormøhlens gate,Lang mur ved Fotballbanen,60.383162,5.324053
2026-03-01 12:46:45.415000+00:00,2026-03-01 13:16:42.348000+00:00,1797,818,Vågsallmenningen,Ved Husfliden,60.39369,5.326581,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223
2026-03-01 12:46:48.788000+00:00,2026-03-01 13:16:41.299000+00:00,1793,818,Vågsallmenningen,Ved Husfliden,60.39369,5.326581,808,Damsgårdsveien 71,Parkeringsplass ved Festningsmur,60.380263,5.323223
